stream,session_window_ist,phase_id,phase_label,n_total,n_valid,n_up,n_down,n_flat,pct_up,pct_down,pct_flat,mean_return_pct,median_return_pct,std_return_pct,low_confidence_flag
WTI_session,us_open,4.0,naval_blockade_removed,8,8,3,4,1,37.5,50.0,12.5,-0.1196758238105104,-0.3245352152947884,0.9247730392081753,False
WTI_session,us_pre_open,4.0,naval_blockade_removed,4,4,1,3,0,25.0,75.0,0.0,-0.7394797760845564,-0.7702745380093239,1.1548251137396435,True
WTI_session,europe_midday,5.0,slight_escalation_strait_closure,11,11,5,5,1,45.45454545454545,45.45454545454545,9.090909090909092,-0.019972005762849063,0.1830539230506996,0.8081376466292635,False
WTI_session,global_reopen_pre_mcx,5.0,slight_escalation_strait_closure,12,12,2,8,2,16.666666666666664,66.66666666666666,16.666666666666664,-0.51597673466893,-0.4440367398289967,0.9939231402706354,False
WTI_session,india_midday,5.0,slight_escalation_strait_closure,11,11,3,5,3,27.27272727272727,45.45454545454545,27.27272727272727,-0.170194825953116,-0.05921674047948602,0.9652879094656039,False
WTI_session,india_morning,5.0,slight_escalation_strait_closure,11,11,1,2,8,9.090909090909092,18.181818181818183,72.72727272727273,-0.08590453381674024,-0.0688178467950284,0.4424583009804477,False
WTI_session,mcx_open_drive,5.0,slight_escalation_strait_closure,12,12,3,3,6,25.0,25.0,50.0,-0.00468254891201948,-0.06438684758051469,0.32307630496334533,False
WTI_session,mcx_tail,5.0,slight_escalation_strait_closure,11,11,5,0,6,45.45454545454545,0.0,54.54545454545454,0.1844220627951266,0.2046475405787163,0.3100324962795248,False
WTI_session,other_valid_hours,5.0,slight_escalation_strait_closure,11,11,4,6,1,36.36363636363637,54.54545454545454,9.090909090909092,0.3250934359574751,-0.30580908052468736,1.432235464146254,False
WTI_session,us_open,5.0,slight_escalation_strait_closure,22,22,9,7,6,40.909090909090914,31.818181818181817,27.27272727272727,0.0413666560066159,0.10945082752252383,0.5682979758469388,False
WTI_session,us_pre_open,5.0,slight_escalation_strait_closure,11,11,5,6,0,45.45454545454545,54.54545454545454,0.0,-0.13786372133508282,-0.49185790050309514,1.2342736298610657,False
WTI_session,europe_midday,6.0,ceasefire_collapse_renewed_escalation,3,3,1,2,0,33.33333333333333,66.66666666666666,0.0,-27.93679360696005,-38.78397045303092,25.51605762729423,True
WTI_session,global_reopen_pre_mcx,6.0,ceasefire_collapse_renewed_escalation,3,3,1,2,0,33.33333333333333,66.66666666666666,0.0,-25.253391738669915,-33.05654191635107,23.087583083979986,True
WTI_session,india_midday,6.0,ceasefire_collapse_renewed_escalation,3,3,2,0,1,66.66666666666666,0.0,33.33333333333333,11.755273164687575,13.491450097958928,11.251843533487966,True
WTI_session,india_morning,6.0,ceasefire_collapse_renewed_escalation,3,3,1,1,1,33.33333333333333,33.33333333333333,33.33333333333333,-18.364803974889174,-0.3733877044816239,48.152132254585865,True
WTI_session,mcx_open_drive,6.0,ceasefire_collapse_renewed_escalation,3,3,1,1,1,33.33333333333333,33.33333333333333,33.33333333333333,6.203276208901972,0.0,12.317153048429118,True
WTI_session,mcx_tail,6.0,ceasefire_collapse_renewed_escalation,3,3,1,1,1,33.33333333333333,33.33333333333333,33.33333333333333,-17.916480610236462,0.22456654035087859,50.87670192928352,True
WTI_session,other_valid_hours,6.0,ceasefire_collapse_renewed_escalation,3,3,1,1,1,33.33333333333333,33.33333333333333,33.33333333333333,-4.547609253129943,-0.013993993637760566,19.3565970782975,True
WTI_session,us_open,6.0,ceasefire_collapse_renewed_escalation,6,6,0,5,1,0.0,83.33333333333334,16.666666666666664,-53.5526070856306,-68.98480500888358,42.61207936120266,False
WTI_session,us_pre_open,6.0,ceasefire_collapse_renewed_escalation,3,3,1,2,0,33.33333333333333,66.66666666666666,0.0,-16.25623704638508,-1.3749483759132883,58.423753847065385,True
WTI_session,europe_midday,7.0,sustained_major_reescalation_hormuz_war,10,10,5,4,1,50.0,40.0,10.0,-0.11260353321681013,0.2832131843748615,0.8785510609827658,False
WTI_session,global_reopen_pre_mcx,7.0,sustained_major_reescalation_hormuz_war,10,10,4,4,2,40.0,40.0,20.0,0.17305768637713592,0.20503488169290995,0.9850248844459494,False
WTI_session,india_midday,7.0,sustained_major_reescalation_hormuz_war,10,10,4,3,3,40.0,30.0,30.0,0.13852103057593618,0.18076029223829598,1.7877851487465328,False
